id,year_recorded,month_recorded,day_recorded,age_of_pump,date_recorded_distance_days_20140101,funder_num,installer_num,wpt_name_num,basin_num,subvillage_num,region_num,lga_num,ward_num,public_meeting_num,recorded_by_num,scheme_management_num,scheme_name_num,permit_num,extraction_type_num,extraction_type_group_num,extraction_type_class_num,management_num,management_group_num,payment_num,payment_type_num,water_quality_num,quality_group_num,quantity_num,quantity_group_num,source_num,source_type_num,source_class_num,waterpoint_type_num,waterpoint_type_group_num,funder_freq,installer_freq,basin_freq,region_freq,lga_freq,ward_freq,scheme_name_freq,funder_clean_num,installer_clean_num,funder_clean_freq,installer_clean_freq,5_nearest_functional,5_nearest_need_repair,5_nearest_broken,10_nearest_functional,10_nearest_need_repair,10_nearest_broken,20_nearest_functional,20_nearest_need_repair,20_nearest_broken,40_nearest_functional,40_nearest_need_repair,40_nearest_broken
10762,2013,2,7,5,328,1793,442,20597,3,5763,5,31,365,1,0,7,2851,1,3,1,0,7,4,6,6,6,2,1,1,8,6,0,6,5,33,22961,8052,3533,1015,13,32078,1773,423,33,21758,1,1,3,2,1,7,6,3,11,9,13,18
70271,2011,4,9,11,998,2140,2394,22299,6,6671,10,59,1071,1,0,7,644,1,3,1,0,7,4,2,0,6,2,3,3,6,4,1,1,1,2716,2169,9987,5758,781,101,1021,0,0,-1,-1,5,0,0,10,0,0,17,3,0,36,4,0
68793,2011,3,21,15,1017,293,442,45683,6,9588,3,79,1319,1,0,7,2851,0,15,11,1,7,4,0,2,6,2,1,1,7,5,0,4,3,4007,22961,9987,6599,647,23,32078,288,423,3907,21758,1,1,3,5,1,4,13,2,5,24,2,14
62419,2013,1,21,33,345,384,442,7435,4,14825,17,5,2088,0,0,9,2851,0,8,5,1,11,4,0,2,6,2,2,2,7,5,0,4,3,1029,22961,12871,6293,1485,44,32078,380,423,1012,21758,3,1,1,6,2,2,12,3,5,23,8,9
7293,2013,3,19,2,288,2032,2133,43411,0,7490,0,50,234,1,0,7,2851,2,3,1,0,3,2,5,3,6,2,2,2,6,4,1,1,1,99,118,9642,4111,391,47,32078,2010,1978,98,118,3,0,2,4,1,5,9,2,9,16,3,21
23856,2011,3,28,41,1010,507,1654,13334,8,16368,11,83,606,1,0,7,326,1,3,1,0,7,4,0,2,6,2,2,2,6,4,1,1,1,11720,1516,7577,5038,846,28,30,506,1582,11299,1498,0,0,5,0,0,10,1,0,19,7,1,32
41292,2011,7,20,14,896,573,442,36362,4,17477,4,7,573,1,0,7,2736,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1,2850,22961,12871,4174,622,58,42,566,423,2782,21758,1,4,0,3,5,2,5,9,6,12,18,10
11648,2013,1,29,7,337,18,14,7836,7,13237,12,116,767,1,0,7,2369,1,14,10,5,7,4,4,5,6,2,1,1,5,3,1,4,3,16,1,5587,2144,346,30,2,17,17,15,5,1,0,4,5,0,5,6,0,14,6,0,34
58421,2011,3,12,7,1026,2106,361,44941,8,3741,2,43,285,1,0,7,255,0,14,10,5,7,4,4,5,4,4,1,1,3,0,0,2,1,1737,31,7577,2779,460,33,52,2083,312,1701,30,0,0,5,4,0,6,9,0,11,17,0,23
24709,2011,8,9,17,876,573,671,33504,4,10434,13,67,534,1,0,7,2851,1,8,5,1,7,4,0,2,7,5,4,4,7,5,0,4,3,2850,688,12871,3897,427,15,32078,566,634,2782,1768,4,0,1,6,0,4,13,0,7,21,0,19
43869,2011,7,27,29,889,507,1654,45683,4,5062,13,121,1426,1,0,7,780,1,9,6,3,7,4,0,2,6,2,2,2,2,4,1,2,1,11720,1516,12871,3897,442,54,68,506,1582,11299,1498,0,0,5,0,0,10,3,1,16,3,2,35
5527,2013,12,3,18,29,486,229,29186,5,10313,6,16,1093,1,0,10,2688,1,3,1,0,9,4,1,4,6,2,1,1,8,6,0,2,1,776,808,11143,5494,780,132,274,480,228,765,765,5,0,0,10,0,0,19,0,1,35,0,5
45462,2011,7,27,18,889,321,413,6508,4,5580,13,67,2031,1,0,7,2851,1,15,11,1,7,4,0,2,6,2,2,2,7,5,0,4,3,12,1,12871,3897,427,59,32078,317,378,12,1,2,0,3,3,0,7,8,0,12,14,0,26
63012,2011,4,15,2,992,1495,10,29539,6,5764,3,91,1186,1,0,8,2835,1,3,1,0,10,4,3,1,6,2,1,1,8,6,0,1,1,413,364,9987,6599,3128,292,189,1483,15,411,346,5,0,0,10,0,0,18,0,2,35,1,4
70191,2013,3,24,2,283,1040,1263,3437,5,677,6,101,1856,1,0,11,2463,1,14,10,5,8,0,4,5,6,2,2,2,3,0,0,1,1,33,27,11143,5494,1106,55,1,1031,1092,32,27,3,0,2,6,2,2,13,3,4,26,8,6
66194,2011,4,4,13,1003,54,1,22022,6,20185,10,59,1988,1,0,7,2851,1,3,1,0,7,4,0,2,6,2,3,3,6,4,1,1,1,18,-1,9987,5758,781,112,32078,0,0,-1,-1,0,0,5,0,0,10,2,2,16,12,4,24
59349,2011,3,1,14,1037,1424,442,45426,8,6587,14,29,1839,1,0,7,2853,1,7,4,2,7,4,4,5,4,4,2,2,6,4,1,1,1,237,22961,7577,3331,358,60,124,1412,423,234,21758,5,0,0,6,0,4,8,0,12,17,0,23
44031,2013,1,20,9,346,887,1015,23195,7,1780,12,88,1021,1,0,7,1218,0,3,1,0,7,4,4,5,6,2,1,1,8,6,0,1,1,575,511,5587,2144,271,14,79,878,929,546,506,1,3,1,4,4,2,6,7,7,16,9,15
27596,2011,3,17,3,1021,769,442,37664,8,15059,14,29,1979,1,0,11,2383,1,7,4,2,5,0,0,2,6,2,1,1,6,4,1,1,1,93,22961,7577,3331,358,45,3,760,423,92,21758,2,1,2,5,1,4,13,2,5,31,2,7
67690,2013,2,9,25,326,1291,1654,10828,3,5901,5,30,1721,1,0,7,913,0,3,1,0,7,4,6,6,6,2,1,1,8,6,0,1,1,962,1516,8052,3533,1101,45,24,1282,1582,949,1498,3,1,1,4,2,4,8,4,8,19,9,12
14339,2011,7,25,18,891,573,442,4340,4,3254,13,54,1665,1,0,7,2162,1,15,11,1,7,4,0,2,6,2,1,1,7,5,0,4,3,2850,22961,12871,3897,1049,153,856,566,423,2782,21758,2,0,3,3,0,7,10,0,10,23,0,17
34429,2013,1,20,28,346,2124,2224,44693,4,17032,17,5,1660,1,0,9,2851,0,8,5,1,11,4,0,2,6,2,1,1,7,5,0,4,3,210,208,12871,6293,1485,161,32078,2100,2077,206,206,3,1,1,6,2,2,12,3,5,23,8,9
50923,2011,3,4,33,1034,507,442,41378,6,12147,11,122,240,1,0,7,2851,1,15,11,1,7,4,3,1,6,2,3,3,7,5,0,4,3,11720,22961,9987,5038,841,19,32078,506,423,11299,21758,4,0,1,7,1,2,15,1,4,27,1,12
42973,2011,8,5,12,880,36,438,16186,4,9228,4,81,86,1,0,7,2851,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1,188,322,12871,4174,505,34,32078,0,420,-1,308,2,0,3,6,0,4,13,0,7,16,5,19
12372,2011,4,10,10,997,2140,442,36024,1,13255,10,100,925,1,0,7,2424,2,3,1,0,7,4,6,6,6,2,2,2,8,6,0,1,1,2716,22961,6332,5758,1381,93,197,0,0,-1,-1,1,0,4,4,0,6,11,0,9,25,1,14
32998,2012,11,29,3,398,1678,1854,43411,4,5982,9,118,588,1,0,3,2851,1,4,2,1,6,3,6,6,6,2,1,1,3,0,0,4,3,53,32,12871,2451,264,3,32078,1659,1661,52,32,3,0,2,6,0,4,13,0,7,21,0,19
48183,2013,2,7,21,328,1049,1123,29533,0,12472,8,63,273,1,0,7,2851,1,15,11,1,7,4,4,5,6,2,1,1,3,0,0,4,3,108,104,9642,1972,385,40,32078,1040,1105,107,104,4,0,1,8,0,2,14,0,6,27,0,13
20178,2011,7,19,10,897,808,894,37924,2,13733,10,62,1373,1,0,7,2851,0,8,5,1,7,4,5,3,6,2,2,2,7,5,0,4,3,1670,1141,3059,5758,1286,105,32078,799,858,1623,1135,1,0,4,2,0,8,7,1,12,13,4,23
6213,2013,1,28,25,338,1291,1654,1216,3,432,5,30,618,1,0,7,2851,1,9,6,3,7,4,6,6,6,2,1,1,3,0,0,6,5,962,1516,8052,3533,1101,79,32078,1282,1582,949,1498,1,0,4,3,1,6,10,1,9,26,3,11
40520,2012,10,22,18,436,573,721,42206,4,9957,9,103,962,1,0,9,2851,2,8,5,1,7,4,2,0,4,4,1,1,7,5,0,4,3,2850,1087,12871,2451,905,63,32078,566,634,2782,1768,2,1,2,2,3,5,8,5,7,17,6,17
19532,2011,7,31,19,885,573,442,2140,4,1659,4,26,498,1,0,7,685,1,9,6,3,7,4,0,2,6,2,1,1,7,5,0,6,5,2850,22961,12871,4174,967,59,101,566,423,2782,21758,1,1,3,3,1,6,10,2,8,15,6,19
41083,2011,3,24,21,1014,1442,456,38233,8,7602,14,3,2091,1,0,0,168,1,6,10,5,4,0,4,5,6,2,1,1,6,4,1,1,1,1063,289,7577,3331,1263,185,342,1430,335,1034,398,3,0,2,7,0,3,12,0,8,27,0,13
50349,2011,3,19,22,1019,769,442,44016,8,11588,14,29,2069,1,0,11,2851,1,7,4,2,4,0,4,5,6,2,1,1,6,4,1,1,1,93,22961,7577,3331,358,56,32078,760,423,92,21758,1,3,1,6,3,1,16,3,1,34,3,3
44540,2013,1,29,34,337,507,442,42797,3,13745,5,31,1117,1,0,3,822,1,3,1,0,3,2,2,0,6,2,1,1,6,4,1,2,1,11720,22961,8052,3533,1015,111,38,506,423,11299,21758,1,3,1,3,6,1,10,7,3,17,14,9
10,2011,3,13,12,1025,1550,442,38584,5,6217,20,80,626,1,0,7,1229,0,3,1,0,7,4,0,2,6,2,3,3,8,6,0,1,1,147,22961,11143,3186,424,37,58,1534,423,147,21758,5,0,0,8,0,2,14,0,6,31,0,9
9864,2011,3,7,4,1031,322,442,43411,5,10972,20,44,817,1,0,7,2851,0,8,5,1,7,4,3,1,6,2,3,3,8,6,0,4,3,58,22961,11143,3186,511,20,32078,318,423,57,21758,3,0,2,6,0,4,13,0,7,26,1,13
72487,2011,3,24,2,1014,1655,2387,40967,6,83,3,91,387,1,0,8,2801,1,3,1,0,10,4,2,0,6,2,1,1,6,4,1,1,1,20,18,9987,6599,3128,318,126,1636,1638,20,20,5,0,0,10,0,0,19,1,0,39,1,0
68186,2012,11,1,11,426,1589,442,42643,3,19848,17,9,359,1,0,3,2851,1,9,6,3,3,2,6,6,6,2,2,2,7,5,0,6,5,338,22961,8052,6293,653,71,32078,1571,423,338,21758,1,1,3,6,1,3,12,3,5,22,6,12
69949,2011,2,28,7,1038,2106,2288,45426,8,6985,11,71,730,1,0,7,928,1,3,1,0,7,4,3,1,6,2,1,1,6,4,1,1,1,1737,153,7577,5038,656,61,27,2083,2059,1701,158,0,3,2,2,6,2,8,8,4,17,8,15
20191,2011,3,25,2,1013,44,82,12469,8,8134,14,3,2091,1,0,7,1635,0,14,10,5,7,4,4,5,6,2,1,1,3,0,0,1,1,18,31,7577,3331,1263,185,2,43,36,18,36,4,0,1,8,0,2,15,0,5,28,0,12
23621,2013,2,14,4,321,293,442,14706,1,11167,16,111,1960,1,0,7,2851,1,4,2,1,7,4,3,1,6,2,1,1,7,5,0,4,3,4007,22961,6332,3306,876,55,32078,288,423,3907,21758,2,0,3,4,0,6,10,0,10,25,0,15
50360,2011,3,18,17,1020,309,633,6210,8,5532,2,4,2089,1,0,7,1599,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1,24,281,7577,2779,279,21,10,305,551,25,276,3,0,2,7,0,3,7,7,6,17,11,12
19567,2011,8,8,17,877,1777,1849,15290,4,1420,13,102,100,1,0,7,414,1,8,5,1,7,4,3,1,6,2,1,1,7,5,0,4,3,162,258,12871,3897,411,27,79,1758,1655,157,264,3,0,2,7,0,3,14,0,6,28,0,12
37692,2013,2,15,10,320,2079,2258,44234,8,164,8,41,1126,1,0,7,2746,1,7,4,2,7,4,4,5,4,4,2,2,3,0,0,1,1,421,3,7577,1972,253,7,1,2044,2018,416,108,0,1,4,1,3,6,6,5,9,9,8,23
72519,2013,2,14,23,321,293,384,24603,1,11385,16,61,870,1,0,7,313,1,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1,4007,1356,6332,3306,943,27,616,288,346,3907,1306,3,0,2,3,0,7,10,0,10,11,0,29
15829,2013,2,9,12,326,1599,442,41495,4,18870,17,25,1040,1,0,7,2851,1,9,6,3,6,3,6,6,3,3,2,2,7,5,0,6,5,1738,22961,12871,6293,1058,26,32078,1580,423,1704,21758,3,0,2,6,0,4,11,0,9,26,0,14
35490,2013,7,3,1,182,656,756,15846,5,18763,6,101,1070,1,0,11,444,1,3,1,0,7,4,2,0,6,2,1,1,6,4,1,1,1,393,169,11143,5494,1106,51,40,648,705,388,168,0,5,0,1,8,1,2,8,10,9,10,21
70196,2011,8,26,29,859,573,442,32930,4,10096,13,15,1681,1,0,7,2851,1,8,5,1,7,4,4,5,6,2,2,2,7,5,0,4,3,2850,22961,12871,3897,603,15,32078,566,423,2782,21758,3,1,1,6,2,2,12,3,5,23,8,9
69975,2012,10,19,9,439,2108,2296,39577,0,9063,17,58,42,1,0,9,2851,0,8,5,1,11,4,1,4,6,2,1,1,7,5,0,4,3,1613,531,9642,6293,1024,40,32078,2085,2065,1563,867,4,0,1,7,0,3,9,4,7,20,6,14
74118,2012,10,6,14,452,1271,442,1732,4,19836,17,58,1634,1,0,9,2851,0,15,11,1,11,4,1,4,5,4,1,1,3,0,0,4,3,593,22961,12871,6293,1024,35,32078,1262,423,592,21758,2,0,3,6,0,4,14,0,6,28,0,12
43080,2011,3,14,1,1024,36,1000,18061,8,9715,11,83,219,1,0,7,2851,1,9,6,3,7,4,0,2,6,2,1,1,7,5,0,6,5,188,189,7577,5038,846,133,32078,35,898,171,260,2,0,3,6,1,3,13,1,6,22,2,16
70998,2013,2,6,33,329,437,570,9066,7,1971,12,78,1997,1,0,7,2851,0,9,6,3,7,4,0,2,4,4,2,2,7,5,0,6,5,486,191,5587,2144,153,44,32078,433,491,474,470,2,0,3,7,0,3,13,1,6,23,3,14
13035,2011,7,22,17,894,238,442,34480,4,18063,4,26,1666,1,0,12,2851,1,4,2,1,7,4,0,2,6,2,1,1,7,5,0,4,3,63,22961,12871,4174,967,91,32078,236,423,60,21758,1,0,4,3,0,7,12,1,7,27,2,11
54117,2013,1,28,7,338,697,819,45537,7,11680,12,87,1576,1,0,7,2851,1,4,2,1,7,4,4,5,6,2,1,1,3,0,0,4,3,327,139,5587,2144,213,41,32078,688,745,317,172,3,0,2,3,0,7,4,0,16,9,0,31
26186,2011,3,8,8,1030,2120,2220,5774,8,8081,14,3,1174,1,0,8,254,1,6,10,5,10,4,4,5,6,2,1,1,6,4,1,1,1,159,397,7577,3331,1263,87,575,2096,2073,154,377,4,0,1,8,0,2,18,0,2,31,0,9
6242,2011,7,26,19,890,573,442,40477,4,3301,13,54,753,1,0,7,2851,1,9,6,3,7,4,0,2,6,2,1,1,8,6,0,6,5,2850,22961,12871,3897,1049,111,32078,566,423,2782,21758,0,0,5,1,0,9,7,0,13,11,0,29
36549,2013,1,28,29,338,1291,1418,27059,3,10467,5,31,996,1,0,11,1004,1,3,1,0,7,4,2,0,6,2,1,1,6,4,1,1,1,962,261,8052,3533,1015,116,36,1282,1333,949,450,2,3,0,4,6,0,8,12,0,14,18,8
16302,2011,3,28,36,1010,26,997,1330,5,496,20,44,159,1,0,7,2851,0,0,0,1,7,4,4,5,6,2,0,0,7,5,0,4,3,19,30,11143,3186,511,16,32078,27,888,17,30,1,0,4,4,0,6,8,0,12,15,0,25
37568,2011,7,23,17,893,293,306,8558,1,10096,10,46,1505,1,0,7,2511,1,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1,4007,828,6332,5758,1070,86,130,288,225,3907,933,0,0,5,0,0,10,0,0,20,3,0,37
42094,2013,7,3,5,182,200,442,25506,5,14201,6,73,667,0,0,10,933,1,3,1,0,9,4,4,5,6,2,1,1,8,6,0,1,1,324,22961,11143,5494,1566,54,276,198,423,526,21758,3,1,1,4,2,4,9,2,9,18,4,18
27979,2013,1,21,18,345,1049,1123,2584,0,16079,8,63,214,0,0,3,2851,1,8,5,1,3,2,0,2,6,2,1,1,7,5,0,4,3,108,104,9642,1972,385,22,32078,1040,1105,107,104,5,0,0,9,0,1,19,0,1,36,1,3
42768,2013,2,18,30,317,293,384,14596,1,13927,16,86,1375,1,0,9,2851,0,9,6,3,11,4,5,3,6,2,1,1,7,5,0,6,5,4007,1356,6332,3306,845,243,32078,288,346,3907,1306,2,0,3,6,0,4,13,0,7,31,0,9
51644,2013,3,26,23,281,2108,442,42560,5,18728,0,0,1763,1,0,7,1100,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1,1613,22961,11143,4111,1521,163,51,2085,423,1563,21758,5,0,0,6,0,4,10,2,8,24,2,14
30297,2011,3,13,19,1025,1836,2029,6769,5,11516,20,52,1898,1,0,7,809,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1,155,156,11143,3186,870,72,41,1816,1784,154,154,4,0,1,7,0,3,15,0,5,29,2,9
46805,2013,1,28,29,338,1291,1418,43828,3,5764,5,31,996,1,0,11,1004,1,3,1,0,7,4,2,0,6,2,1,1,6,4,1,1,1,962,261,8052,3533,1015,116,36,1282,1333,949,450,2,3,0,5,5,0,8,12,0,16,19,5
24934,2011,3,8,1,1030,790,982,7046,6,4082,11,35,1181,1,0,7,2851,1,8,5,1,7,4,0,2,6,2,2,2,7,5,0,4,3,9,3,9987,5038,1207,58,32078,781,842,9,3,4,0,1,4,0,6,10,0,10,21,2,17
61215,2011,7,31,16,885,507,442,31728,4,18424,4,26,424,1,0,9,685,1,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1,11720,22961,12871,4174,967,57,101,506,423,11299,21758,1,2,2,5,2,3,8,3,9,14,5,21
45916,2011,2,26,17,1040,327,442,21783,8,1376,11,71,1284,1,0,7,2851,1,15,11,1,7,4,0,2,6,2,3,3,7,5,0,4,3,1107,22961,7577,5038,656,52,32078,323,423,1065,21758,1,0,4,4,0,6,10,2,8,23,4,13
49783,2013,1,16,21,350,2055,2238,18672,0,13487,18,56,1868,1,0,7,2851,0,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3,2,2,9642,2536,446,23,32078,2033,1998,2,2,0,1,4,2,1,7,7,1,12,8,1,31
23980,2011,3,14,40,1024,1105,442,34168,5,9810,20,68,224,1,0,7,1249,1,9,6,3,7,4,0,2,0,0,2,2,0,1,1,1,1,181,22961,11143,3186,347,32,15,1096,423,180,21758,4,0,1,9,0,1,15,0,5,28,0,12
29910,2011,3,16,15,1022,327,442,17508,6,20101,11,122,1621,1,0,7,2851,1,15,11,1,7,4,3,1,6,2,1,1,7,5,0,4,3,1107,22961,9987,5038,841,22,32078,323,423,1065,21758,4,0,1,7,0,3,15,1,4,20,1,19
28396,2011,4,18,2,989,767,438,1246,8,10513,11,36,1381,1,0,7,2851,1,15,11,1,7,4,3,1,4,4,2,2,7,5,0,4,3,167,322,7577,5038,1368,52,32078,758,420,161,308,4,1,0,4,6,0,4,14,2,10,20,10
63785,2011,7,15,12,901,293,306,14654,1,9076,10,46,352,1,0,7,2098,1,3,1,0,7,4,3,1,6,2,2,2,8,6,0,2,1,4007,828,6332,5758,1070,82,346,288,225,3907,933,2,0,3,5,0,5,14,0,6,21,0,19
36788,2013,1,19,33,347,1291,1654,21578,3,10099,5,31,31,1,0,7,1601,1,3,1,0,7,4,3,1,6,2,1,1,6,4,1,2,1,962,1516,8052,3533,1015,71,165,1282,1582,949,1498,1,3,1,1,8,1,1,18,1,8,31,1
16528,2011,4,4,6,1003,1841,442,45605,0,803,2,42,1918,1,0,7,208,0,7,4,2,7,4,4,5,6,2,1,1,3,0,0,1,1,1153,22961,9642,2779,644,17,16,1821,423,1136,21758,5,0,0,6,0,4,8,5,7,21,8,11
7713,2011,4,17,10,990,799,442,2082,8,1612,2,42,152,1,0,7,2530,0,7,4,2,7,4,0,2,6,2,1,1,3,0,0,1,1,70,22961,7577,2779,644,20,8,790,423,69,21758,0,0,5,0,0,10,2,0,18,3,3,34
72843,2011,2,3,8,1063,767,966,44149,8,9754,11,36,155,1,0,7,2851,1,9,6,3,7,4,3,1,6,2,1,1,7,5,0,6,5,167,128,7577,5038,1368,113,32078,758,822,161,127,2,0,3,5,0,5,8,1,11,22,6,12
58683,2013,3,5,33,302,2140,2394,41216,0,20808,18,109,2000,1,0,7,2851,2,9,6,3,7,4,6,6,6,2,0,0,7,5,0,6,5,2716,2169,9642,2536,1202,48,32078,0,0,-1,-1,1,0,4,2,1,7,2,1,17,11,2,27
66555,2011,3,19,42,1019,786,442,29586,8,19403,20,33,659,1,0,7,2851,0,15,11,1,7,4,0,2,4,4,4,4,7,5,0,4,3,72,22961,7577,3186,211,59,32078,777,423,71,21758,2,0,3,3,0,7,7,0,13,18,0,22
51012,2011,3,7,5,1031,313,442,45683,1,12874,3,51,895,1,0,7,314,0,3,1,0,7,4,0,2,6,2,0,0,6,4,1,1,1,243,22961,6332,6599,687,19,27,309,423,237,21758,1,0,4,3,0,7,11,0,9,23,2,15
26955,2011,7,11,16,905,259,442,43411,3,6041,4,6,1736,1,0,7,2851,1,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3,181,22961,8052,4174,501,84,32078,257,423,178,21758,4,0,1,6,0,4,10,0,10,25,0,15
51886,2013,1,18,33,348,1858,1939,3982,3,2782,15,75,1246,1,0,7,759,1,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1,769,917,8052,2242,852,251,36,1838,1803,735,887,1,3,1,3,5,2,10,6,4,16,7,17
12119,2011,2,22,19,1044,293,458,45683,1,12620,3,51,1130,1,0,7,1320,1,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1,4007,98,6332,6599,687,76,20,288,345,3907,786,4,0,1,8,1,1,18,1,1,36,2,2
27189,2013,1,30,23,336,887,1015,41382,7,18290,12,57,1280,1,0,7,2851,0,9,6,3,7,4,6,6,6,2,0,0,7,5,0,6,5,575,511,5587,2144,649,19,32078,878,929,546,506,0,0,5,0,0,10,1,1,18,1,9,30
3719,2011,7,15,19,901,573,442,1330,4,3777,13,54,492,1,0,7,2851,1,8,5,1,7,4,0,2,4,4,0,0,7,5,0,4,3,2850,22961,12871,3897,1049,20,32078,566,423,2782,21758,2,0,3,4,0,6,5,0,15,9,4,27
895,2013,2,7,23,328,1291,1418,13529,3,13727,5,28,465,1,0,11,2184,1,3,1,0,7,4,3,1,6,2,2,2,6,4,1,1,1,962,261,8052,3533,1322,81,37,1282,1333,949,450,2,1,2,3,2,5,12,2,6,24,8,8
67830,2013,3,4,4,303,2108,2292,16379,0,10201,8,2,1649,1,0,7,2851,1,8,5,1,7,4,0,2,6,2,2,2,7,5,0,4,3,1613,328,9642,1972,618,26,32078,2085,2065,1563,867,3,0,2,3,0,7,10,0,10,20,7,13
51242,2013,2,10,1,325,1841,768,43809,6,19817,18,56,437,1,0,7,589,0,7,4,2,7,4,0,2,6,2,2,2,3,0,0,2,1,1153,255,9987,2536,446,32,23,1821,670,1136,255,0,0,5,0,0,10,1,0,19,2,0,38
52440,2013,1,22,17,344,887,1015,32493,7,9106,12,88,894,1,0,7,1218,0,9,6,3,7,4,4,5,6,2,2,2,8,6,0,6,5,575,511,5587,2144,271,17,79,878,929,546,506,3,1,1,6,2,2,9,4,7,14,9,17
26426,2011,3,14,10,1024,235,633,41707,0,4066,2,4,8,1,0,7,2851,1,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3,105,281,9642,2779,279,20,32078,233,551,98,276,3,0,2,5,0,5,10,0,10,17,1,22
73153,2011,7,23,15,893,573,442,43868,4,19848,13,121,1555,1,0,7,2851,1,8,5,1,7,4,3,1,6,2,2,2,7,5,0,4,3,2850,22961,12871,3897,442,34,32078,566,423,2782,21758,4,0,1,5,1,4,7,1,12,13,6,21
51205,2013,1,23,1,343,2106,888,19886,4,2766,9,10,1710,1,0,7,646,1,3,1,0,7,4,6,6,6,2,4,4,2,4,1,2,1,1737,24,12871,2451,533,49,24,2083,845,1701,24,0,0,5,0,0,10,1,0,19,5,0,35
30033,2011,7,26,14,890,293,410,36748,4,14078,4,89,1417,1,0,7,1901,0,11,7,1,7,4,4,5,6,2,0,0,8,6,0,1,1,4007,131,12871,4174,854,63,17,288,374,3907,126,2,0,3,3,0,7,6,0,14,17,4,19
28124,2011,3,30,8,1008,507,301,42561,0,6880,2,42,270,1,0,7,402,0,7,4,2,7,4,0,2,6,2,1,1,3,0,0,2,1,11720,207,9642,2779,644,14,10,506,221,11299,195,3,1,1,6,1,3,11,2,7,18,4,18
38541,2012,10,5,14,453,1589,442,33244,3,3607,17,9,1831,1,0,9,2851,1,9,6,3,11,4,6,6,6,2,0,0,7,5,0,6,5,338,22961,8052,6293,653,43,32078,1571,423,338,21758,3,0,2,7,0,3,13,2,5,26,3,11
72,2011,8,11,5,874,236,442,45426,3,15457,15,92,2077,0,0,7,2638,1,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1,148,22961,8052,2242,528,31,72,234,423,146,21758,0,0,5,0,0,10,0,0,20,6,0,34
39772,2011,7,23,15,893,293,306,9543,1,4056,10,46,393,1,0,7,2510,1,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1,4007,828,6332,5758,1070,107,96,288,225,3907,933,0,0,5,0,0,10,1,0,19,3,0,37
65316,2013,3,17,6,290,872,1043,11892,5,16183,6,106,1903,1,0,10,111,1,3,1,0,9,4,3,1,6,2,1,1,8,6,0,1,1,229,229,11143,5494,550,297,4,863,922,229,229,5,0,0,10,0,0,20,0,0,40,0,0
22676,2013,2,18,4,317,2020,2165,18178,3,14199,5,28,1441,1,0,11,666,1,3,1,0,9,4,3,1,6,2,2,2,6,4,1,1,1,1,262,8052,3533,1322,112,34,1996,1960,1,286,1,2,2,4,2,4,13,2,5,21,3,16
31294,2012,12,14,17,383,610,741,37380,0,1157,17,64,1485,1,0,3,2162,1,3,1,0,3,2,0,2,6,2,0,0,5,3,1,1,1,45,34,9642,6293,584,97,856,602,668,42,34,5,0,0,9,0,1,16,1,3,30,5,5
45076,2013,3,27,3,280,810,895,28900,5,11523,6,101,278,1,0,11,2377,1,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1,89,89,11143,5494,1106,147,5,803,862,89,88,4,0,1,9,0,1,15,2,3,27,4,9
67709,2013,3,30,11,277,507,442,28945,5,13442,0,0,728,1,0,7,1122,1,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1,11720,22961,11143,4111,1521,139,56,506,423,11299,21758,5,0,0,8,0,2,10,0,10,20,0,20
33112,2013,2,18,15,317,1009,1102,39728,4,17198,9,103,742,1,0,2,2851,2,0,0,1,11,4,1,4,4,4,1,1,7,5,0,4,3,87,28,12871,2451,905,25,32078,1000,1047,86,40,1,0,4,4,0,6,7,0,13,15,0,25
28183,2013,2,5,9,330,1856,1934,6039,3,17668,5,30,1816,1,0,7,222,0,3,1,0,7,4,6,6,6,2,2,2,8,6,0,1,1,8,4,8052,3533,1101,84,4,1834,1800,8,7,5,0,0,10,0,0,16,1,3,24,6,10
8497,2011,3,2,3,1036,255,442,45683,1,19628,3,51,1053,1,0,7,2851,0,9,6,3,7,4,0,2,6,2,1,1,8,6,0,6,5,85,22961,6332,6599,687,34,32078,252,423,83,21758,5,0,0,10,0,0,20,0,0,37,1,2
29430,2013,2,1,13,334,887,1015,43411,7,11619,12,57,914,1,0,7,2851,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1,575,511,5587,2144,649,70,32078,878,929,546,506,3,2,0,7,3,0,12,6,2,17,14,9
