id,year_recorded,month_recorded,day_recorded,age_of_pump,date_recorded_distance_days_20140101,funder_num,installer_num,wpt_name_num,basin_num,subvillage_num,region_num,lga_num,ward_num,public_meeting_num,recorded_by_num,scheme_management_num,scheme_name_num,permit_num,extraction_type_num,extraction_type_group_num,extraction_type_class_num,management_num,management_group_num,payment_num,payment_type_num,water_quality_num,quality_group_num,quantity_num,quantity_group_num,source_num,source_type_num,source_class_num,waterpoint_type_num,waterpoint_type_group_num
60327,2013,1,15,13,351,0,0,5270,0,3556,18,109,1193,1,0,8,0,2,8,5,1,7,4,0,2,6,2,2,2,7,5,0,6,5
1519,2013,2,14,23,321,294,443,13582,1,6065,16,111,1960,1,0,8,0,1,4,2,1,7,4,3,1,6,2,1,1,7,5,0,4,3
29287,2013,1,28,27,338,508,477,25150,7,13636,7,47,1565,0,0,8,0,0,8,5,1,7,4,0,2,4,4,2,2,3,0,0,4,3
34402,2011,3,9,19,1029,294,384,45683,6,9343,3,24,304,1,0,9,484,1,3,1,0,10,4,2,0,6,2,1,1,8,6,0,1,1
9148,2013,5,3,1,243,2109,1432,42113,0,19897,0,0,1118,1,0,9,1389,1,3,1,0,10,4,6,6,6,2,1,1,8,6,0,6,5
64266,2013,6,3,5,212,1561,1723,39287,5,124,0,65,1006,1,0,9,0,0,3,1,0,10,4,6,6,6,2,2,2,5,3,1,1,1
73606,2013,1,28,17,338,1574,471,43730,3,15858,15,75,1512,1,0,8,0,1,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
68249,2013,2,3,16,332,508,443,40567,3,4764,5,31,2052,0,0,8,2243,1,3,1,0,7,4,6,6,6,2,2,2,6,4,1,2,1
44003,2011,2,27,7,1039,1440,2384,45683,8,15079,14,69,2066,1,0,5,0,0,14,10,5,4,0,0,2,6,2,1,1,3,0,0,6,5
18466,2011,7,28,2011,888,793,890,25658,4,14492,13,67,2031,2,0,8,0,0,9,6,3,7,4,1,4,6,2,0,0,7,5,0,6,5
54595,2013,2,25,1,310,2080,23,11601,0,18676,8,2,213,1,0,11,0,1,3,1,0,9,4,4,5,6,2,2,2,8,6,0,2,1
68420,2011,3,12,2011,1026,508,600,417,0,10111,2,11,289,1,0,8,283,1,7,4,2,7,4,4,5,6,2,2,2,3,0,0,1,1
46243,2012,10,17,2012,441,508,1655,18727,4,14820,17,58,1940,1,0,3,0,0,9,6,3,1,1,0,2,6,2,1,1,7,5,0,4,3
11188,2011,3,15,1,1023,768,688,43411,8,15495,11,36,1097,1,0,8,0,1,15,11,1,7,4,5,3,6,2,2,2,7,5,0,4,3
28564,2013,1,23,3,343,508,443,29959,7,18876,7,37,654,2,0,10,2395,1,14,10,5,11,4,4,5,4,4,1,1,3,0,0,2,1
40356,2013,2,4,10,331,1714,443,1821,3,5110,5,31,1391,1,0,8,0,1,8,5,1,7,4,6,6,3,3,1,1,7,5,0,4,3
19939,2011,3,27,2011,1011,294,385,37362,2,17101,10,60,452,1,0,8,0,1,3,1,0,11,4,5,3,6,2,1,1,6,4,1,1,1
18775,2013,2,9,7,326,657,443,17524,3,18916,5,31,1947,1,0,8,2538,1,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
73722,2011,2,28,8,1038,16,11,45683,6,11848,3,91,1647,1,0,8,2618,0,3,1,0,7,4,3,1,6,2,1,1,6,4,1,1,1
33239,2013,3,29,7,278,657,757,38050,0,15467,0,27,17,1,0,8,642,1,3,1,0,7,4,4,5,6,2,1,1,8,6,0,1,1
5936,2013,1,24,4,342,1794,443,5679,3,4792,5,31,513,1,0,8,0,1,3,1,0,7,4,6,6,6,2,1,1,8,6,0,5,4
3148,2013,3,7,31,300,508,479,16493,5,6709,6,96,998,1,0,1,1374,1,3,1,0,0,0,3,1,6,2,2,2,8,6,0,2,1
45326,2011,3,6,22,1032,508,443,22515,5,13615,20,52,921,1,0,8,1635,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
36943,2011,3,1,16,1037,328,443,20378,6,10343,11,122,425,1,0,9,584,1,3,1,0,11,4,3,1,6,2,1,1,8,6,0,1,1
1238,2013,2,19,2013,316,1654,453,44521,4,4660,17,5,1925,1,0,10,0,0,8,5,1,11,4,3,1,5,4,1,1,7,5,0,4,3
45455,2012,10,29,2012,429,1265,1448,18920,4,5497,17,25,697,1,0,0,0,1,9,6,3,7,4,6,6,3,3,0,0,7,5,0,6,5
5046,2012,10,2,2012,456,389,443,24666,0,14923,17,105,797,1,0,10,0,0,8,5,1,11,4,4,5,4,4,1,1,7,5,0,4,3
50201,2011,3,17,21,1021,508,340,45683,6,20426,3,55,1195,1,0,9,889,1,3,1,0,10,4,2,0,6,2,1,1,8,6,0,1,1
51907,2013,2,26,2013,309,1272,443,37090,4,14809,17,58,480,1,0,10,0,0,8,5,1,11,4,5,3,6,2,1,1,7,5,0,4,3
20948,2012,10,17,2,441,508,638,26028,4,6001,9,82,1714,2,0,8,0,1,0,0,1,7,4,3,1,4,4,1,1,3,0,0,4,3
48682,2011,3,23,1,1015,665,794,41074,8,9749,11,72,663,1,0,8,0,1,14,10,5,7,4,0,2,6,2,1,1,3,0,0,6,5
59315,2011,2,26,15,1040,328,443,35019,8,1619,11,83,1450,1,0,8,0,1,15,11,1,7,4,2,0,4,4,2,2,7,5,0,4,3
1435,2011,3,18,23,1020,258,349,4979,6,12488,3,91,325,1,0,8,487,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
14086,2011,2,22,2011,1044,0,0,7141,6,6342,14,53,10,1,0,8,0,0,4,2,1,7,4,0,2,6,2,1,1,3,0,0,4,3
29558,2013,3,14,13,293,1,2,16200,8,15495,1,119,1926,1,0,6,0,0,8,5,1,2,1,0,2,6,2,1,1,7,5,0,4,3
22089,2011,3,2,3,1036,1106,443,45683,5,13915,20,68,1397,0,0,8,193,1,9,6,3,6,3,0,2,6,2,1,1,9,2,2,6,5
73400,2013,3,17,13,290,0,0,40622,5,18360,0,0,1335,0,0,11,382,2,3,1,0,9,4,0,2,6,2,1,1,8,6,0,1,1
66429,2012,10,4,2012,454,385,454,35627,4,19445,17,104,1466,1,0,10,0,1,8,5,1,11,4,1,4,6,2,1,1,7,5,0,4,3
2755,2013,9,2,21,121,294,385,21860,1,9673,16,61,876,2,0,8,314,1,3,1,0,7,4,6,6,6,2,1,1,8,6,0,1,1
63796,2013,3,4,7,303,1742,134,29928,7,19872,7,37,1931,1,0,8,2524,1,14,10,5,7,4,4,5,6,2,1,1,4,2,2,2,1
67737,2011,3,26,2011,1012,294,385,7331,2,10097,10,60,36,1,0,8,0,1,3,1,0,11,4,5,3,6,2,1,1,6,4,1,1,1
59762,2013,1,20,1,346,2107,443,30116,7,13837,7,37,727,2,0,10,1858,1,14,10,5,11,4,4,5,7,5,0,0,3,0,0,2,1
25908,2013,1,19,11,347,377,443,36629,3,18009,5,28,484,1,0,12,0,0,8,5,1,7,4,2,0,6,2,1,1,7,5,0,4,3
35764,2013,3,8,6,299,340,477,16052,5,15559,6,84,1894,1,0,8,307,0,3,1,0,7,4,3,1,6,2,2,2,8,6,0,1,1
70922,2011,2,24,14,1042,840,999,45683,6,17554,3,24,2081,0,0,3,2746,1,3,1,0,1,1,0,2,6,2,0,0,8,6,0,1,1
11159,2013,3,15,43,292,1,2,9965,8,11583,1,119,1926,1,0,8,0,0,7,4,2,7,4,0,2,4,4,0,0,3,0,0,6,5
11628,2011,7,21,2011,895,2060,2403,8720,1,5699,10,46,1607,1,0,12,2099,1,3,1,0,8,0,3,1,6,2,1,1,8,6,0,1,1
31960,2011,3,3,3,1035,83,1514,3809,6,7617,14,99,2049,1,0,5,0,1,7,4,2,4,0,4,5,6,2,1,1,3,0,0,1,1
3847,2011,7,23,2011,893,809,443,30331,4,3147,4,26,1666,1,0,8,302,1,3,1,0,7,4,2,0,6,2,2,2,8,6,0,1,1
4196,2011,3,28,2011,1010,508,635,34205,6,9754,2,76,1105,1,0,8,300,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
8702,2011,3,24,2,1014,2060,2403,7259,6,12591,3,91,387,1,0,9,2802,1,3,1,0,10,4,2,0,6,2,1,1,6,4,1,1,1
62753,2011,8,5,2011,880,0,0,43071,1,13535,10,100,426,1,0,8,1993,2,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
25848,2011,3,24,21,1014,294,373,6356,8,6587,14,3,2091,1,0,1,169,1,6,10,5,4,0,4,5,6,2,1,1,6,4,1,1,1
28872,2013,1,16,2013,350,158,443,26134,3,3162,17,25,46,1,0,0,0,1,8,5,1,11,4,6,6,3,3,1,1,7,5,0,4,3
43337,2013,1,21,2,345,248,343,23458,3,13567,5,31,1263,0,0,8,2349,1,3,1,0,7,4,6,6,6,2,1,1,8,6,0,5,4
67715,2011,7,20,2011,896,1307,2376,28474,4,15521,13,102,1907,1,0,8,2551,1,4,2,1,7,4,0,2,4,4,1,1,7,5,0,4,3
28757,2011,3,16,2011,1022,508,634,110,0,7668,2,4,1428,1,0,8,1906,1,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
25448,2013,2,27,39,308,508,443,26678,5,12615,6,73,694,1,0,8,827,1,3,1,0,7,4,6,6,6,2,3,3,8,6,0,6,5
23451,2013,1,20,2013,346,984,1210,43828,7,15126,12,88,1021,1,0,8,1615,0,3,1,0,7,4,4,5,6,2,1,1,8,6,0,1,1
45735,2012,10,21,2012,437,508,638,43828,0,19754,17,104,2032,1,0,8,2694,1,7,4,2,7,4,0,2,6,2,1,1,3,0,0,2,1
3976,2011,4,4,2011,1003,0,0,45426,6,13636,10,59,1988,1,0,8,0,0,14,10,5,7,4,0,2,6,2,1,1,3,0,0,1,1
3137,2013,2,14,2013,321,2109,2293,42338,0,19455,19,94,1215,1,0,8,0,0,9,6,3,7,4,5,3,6,2,3,3,7,5,0,6,5
61760,2013,3,20,15,287,2110,343,8225,5,10810,0,65,1912,1,0,8,2466,1,3,1,0,10,4,6,6,6,2,1,1,8,6,0,1,1
63917,2011,8,7,2011,878,508,638,34647,4,8810,13,15,503,1,0,8,2222,1,6,10,5,7,4,6,6,7,5,0,0,2,4,1,2,1
32584,2011,3,24,36,1014,809,895,43939,5,10516,20,52,244,1,0,8,1013,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
24156,2013,3,2,33,305,508,479,42296,5,523,6,96,1893,1,0,1,1232,1,3,1,0,0,0,3,1,6,2,2,2,8,6,0,1,1
18854,2013,2,13,28,322,508,443,38727,6,15978,7,37,721,2,0,0,0,1,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
14490,2012,10,28,17,430,523,611,42053,4,10709,9,103,1418,0,0,10,0,2,0,0,1,11,4,0,2,4,4,1,1,3,0,0,4,3
58616,2011,7,18,2011,898,0,0,22333,1,17193,10,100,528,1,0,8,1202,2,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1
26218,2013,3,22,13,285,1,2,43831,8,13769,1,20,784,2,0,10,614,0,14,10,5,11,4,4,5,6,2,1,1,3,0,0,1,1
31306,2013,2,16,4,319,1443,134,43438,6,19728,7,37,707,1,0,0,0,1,9,6,3,7,4,0,2,6,2,1,1,7,5,0,6,5
44316,2013,2,9,13,326,508,443,1812,3,5435,5,30,547,1,0,8,0,0,8,5,1,7,4,6,6,6,2,2,2,7,5,0,4,3
15527,2011,7,7,0,909,422,69,11121,6,19896,3,91,1412,1,0,10,1889,1,3,1,0,11,4,3,1,6,2,1,1,8,6,0,1,1
65289,2011,3,4,4,1034,508,443,30542,5,19818,20,44,1324,1,0,8,420,0,3,1,0,7,4,0,2,6,2,2,2,6,4,1,2,1
72855,2013,4,4,8,272,789,979,40969,5,9837,0,65,1986,1,0,12,814,1,3,1,0,8,0,6,6,6,2,1,1,8,6,0,1,1
58418,2012,10,13,2012,445,2080,1766,39410,0,16781,19,94,934,0,0,8,0,0,0,0,1,7,4,0,2,4,4,2,2,3,0,0,4,3
38097,2011,3,4,7,1034,1842,1923,45683,6,3462,3,24,2013,1,0,8,0,1,9,6,3,7,4,2,0,6,2,0,0,3,0,0,6,5
28115,2012,10,18,2012,440,896,443,25553,0,3094,17,40,1461,1,0,8,486,1,3,1,0,7,4,4,5,6,2,1,1,6,4,1,1,1
70693,2011,3,4,38,1034,340,443,6950,5,10364,20,95,963,0,0,8,0,0,14,10,5,7,4,0,2,4,4,2,2,3,0,0,2,1
34833,2012,10,11,2012,447,359,443,1554,3,793,17,9,73,2,0,10,0,1,9,6,3,11,4,6,6,6,2,0,0,7,5,0,6,5
72223,2013,1,28,38,338,340,481,36070,7,11057,7,98,1307,1,0,8,2049,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
14932,2013,3,18,4,289,508,443,19503,5,10838,0,0,1599,1,0,8,1237,1,3,1,0,7,4,4,5,6,2,2,2,8,6,0,1,1
365,2013,2,4,9,331,1972,2099,43411,7,19643,12,77,1134,1,0,8,1498,1,14,10,5,7,4,4,5,6,2,1,1,3,0,0,2,1
409,2011,7,23,2011,893,723,443,39229,3,10097,4,6,1736,1,0,8,0,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,5,4
19309,2011,3,3,2,1035,809,2166,8974,6,10048,3,91,999,1,0,8,0,0,8,5,1,7,4,5,3,6,2,1,1,1,0,0,4,3
37604,2013,2,20,35,315,1091,443,17561,6,9769,16,86,898,1,0,8,2031,1,3,1,0,7,4,0,2,6,2,0,0,6,4,1,2,1
24608,2013,2,5,29,330,1292,1460,33252,3,13261,15,114,1139,0,0,3,0,1,4,2,1,1,1,4,5,6,2,0,0,3,0,0,4,3
52728,2013,1,22,6,344,657,443,19529,3,20969,5,31,31,1,0,8,1604,1,3,1,0,11,4,3,1,6,2,1,1,6,4,1,1,1
14846,2013,2,21,2,314,116,2268,684,0,128,8,41,1009,1,0,8,30,0,14,10,5,7,4,4,5,4,4,2,2,3,0,0,2,1
10844,2013,3,9,13,298,0,0,28212,0,16603,0,70,1881,1,0,8,2541,2,3,1,0,7,4,0,2,6,2,3,3,5,3,1,1,1
51340,2011,3,17,2011,1021,294,443,45683,6,2893,3,79,1142,1,0,8,2178,1,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
13814,2013,3,2,16,305,1730,443,10729,7,8837,16,86,1539,2,0,10,0,0,8,5,1,11,4,3,1,6,2,2,2,7,5,0,4,3
41995,2013,4,4,37,272,508,638,25376,5,13342,6,73,952,1,0,12,309,1,3,1,0,8,0,3,1,6,2,2,2,8,6,0,1,1
67578,2011,3,13,5,1025,71,121,400,5,2350,20,95,1776,1,0,5,0,0,9,6,3,4,0,0,2,4,4,2,2,7,5,0,6,5
2135,2011,2,18,11,1048,23,443,45683,6,9589,3,79,969,1,0,8,0,1,15,11,1,7,4,0,2,6,2,2,2,1,0,0,4,3
49843,2011,7,22,2011,894,586,722,45683,4,14541,13,45,1041,1,0,8,0,1,15,11,1,7,4,1,4,6,2,1,1,3,0,0,4,3
31987,2011,8,4,2011,881,718,865,29072,4,14192,4,81,615,1,0,8,645,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
6987,2013,2,24,1,311,340,477,21562,5,8995,6,84,735,1,0,9,906,0,3,1,0,10,4,0,2,6,2,2,2,8,6,0,1,1
54099,2013,3,21,50,286,508,343,33957,5,8202,0,65,702,1,0,8,2062,1,3,1,0,7,4,6,6,6,2,2,2,8,6,0,1,1
7852,2013,3,21,6,286,23,810,45683,0,16656,0,50,234,2,0,0,0,2,3,1,0,6,3,6,6,7,5,4,4,0,1,1,0,0
68627,2013,2,20,4,315,65,45,40026,4,17289,9,103,1802,2,0,3,0,1,4,2,1,11,4,0,2,4,4,1,1,3,0,0,4,3
45474,2011,7,13,2011,903,1366,1496,39703,4,5377,4,89,1837,1,0,8,0,0,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
66915,2011,3,11,1,1027,1960,340,45683,1,10985,3,55,927,1,0,8,2664,0,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
61047,2013,1,29,35,337,1292,1460,13162,3,5295,15,114,1786,1,0,8,1795,1,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1
54566,2011,8,10,2011,875,508,443,44220,4,5386,4,26,333,1,0,0,0,1,3,1,0,1,1,0,2,6,2,3,3,5,3,1,1,1
23049,2011,3,18,2011,1020,2065,634,32791,0,9631,2,4,1377,1,0,8,1842,1,7,4,2,7,4,4,5,6,2,1,1,3,0,0,1,1
70266,2011,3,13,33,1025,1549,1707,45683,1,15126,3,51,901,1,0,8,2389,0,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
6688,2011,4,2,2011,1005,809,895,3816,2,19172,10,62,338,1,0,8,0,0,8,5,1,7,4,5,3,6,2,1,1,7,5,0,4,3
33425,2011,3,5,3,1033,1928,1992,45683,6,15125,3,91,636,1,0,8,1223,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
42917,2011,8,9,2011,876,574,672,11296,4,14813,13,67,1495,2,0,8,0,1,9,6,3,7,4,0,2,6,2,1,1,7,5,0,6,5
11032,2013,3,20,17,287,29,23,26756,5,7902,6,101,726,1,0,12,369,1,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
69274,2011,4,3,2011,1004,508,305,40567,6,9792,10,60,390,1,0,8,0,1,3,1,0,11,4,2,0,6,2,2,2,6,4,1,1,1
32687,2011,3,27,13,1011,328,443,36292,6,14914,11,35,1061,1,0,9,1969,1,3,1,0,7,4,3,1,6,2,2,2,6,4,1,1,1
58370,2011,7,28,2011,888,586,722,37189,4,14497,13,45,1470,1,0,8,0,1,8,5,1,7,4,2,0,6,2,1,1,3,0,0,4,3
8821,2011,3,7,8,1031,2121,2221,7441,8,6851,14,3,1174,1,0,9,255,1,6,10,5,3,2,4,5,6,2,1,1,6,4,1,1,1
30476,2013,3,19,2,288,957,1190,19731,0,5141,6,106,1904,1,0,11,49,1,3,1,0,9,4,3,1,6,2,1,1,8,6,0,1,1
48063,2013,1,19,14,347,1010,443,18431,4,5765,9,10,604,1,0,10,0,0,8,5,1,11,4,0,2,4,4,1,1,7,5,0,4,3
71219,2011,8,2,2011,883,1307,2376,13250,4,12956,13,102,902,1,0,8,2163,0,15,11,1,7,4,0,2,6,2,1,1,7,5,0,4,3
51924,2012,10,12,2012,446,508,638,1887,4,3182,17,104,388,1,0,8,2589,1,9,6,3,7,4,0,2,6,2,2,2,3,0,0,2,1
54852,2011,7,28,2011,888,1842,255,45439,4,4818,4,7,470,1,0,8,0,1,3,1,0,7,4,0,2,6,2,2,2,5,3,1,1,1
55782,2013,2,15,51,320,508,479,16331,5,19284,6,96,734,1,0,1,1629,1,3,1,0,0,0,0,2,6,2,1,1,8,6,0,2,1
42818,2011,10,3,2,821,809,2166,14622,6,3098,3,91,1008,1,0,8,0,0,8,5,1,7,4,5,3,6,2,1,1,1,0,0,4,3
19449,2013,3,30,6,277,200,443,14778,5,10806,6,73,701,1,0,11,1198,1,3,1,0,9,4,4,5,6,2,1,1,6,4,1,1,1
64942,2011,7,26,2011,890,508,443,30105,4,17757,4,26,950,1,0,10,1227,1,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
48996,2013,3,17,7,290,508,638,23868,1,2043,16,61,1972,1,0,8,399,1,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
71646,2013,2,8,2,327,2080,1765,32048,0,8543,18,23,1406,1,0,9,2638,1,7,4,2,10,4,4,5,6,2,1,1,3,0,0,2,1
13612,2011,4,1,2011,1006,0,0,27025,6,12546,10,59,1133,1,0,8,0,1,9,6,3,7,4,0,2,4,4,1,1,3,0,0,6,5
27573,2011,2,28,6,1038,614,443,45683,6,19643,3,24,1196,0,0,8,0,1,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
12482,2011,7,16,10,900,508,443,29811,3,13523,15,113,1366,1,0,8,1825,1,3,1,0,4,0,0,2,6,2,1,1,6,4,1,1,1
43614,2011,4,2,2011,1005,508,635,21357,6,5765,2,76,1306,1,0,8,0,1,14,10,5,7,4,0,2,6,2,1,1,3,0,0,1,1
49136,2011,3,9,2011,1029,2107,634,8536,6,1920,2,4,164,1,0,8,279,1,7,4,2,7,4,4,5,6,2,1,1,3,0,0,1,1
33696,2011,3,3,5,1035,430,561,45683,1,3041,3,91,2054,1,0,8,1956,0,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
73216,2013,2,11,7,324,657,443,13463,3,6706,5,31,487,1,0,10,873,1,3,1,0,11,4,3,1,6,2,1,1,8,6,0,2,1
43856,2011,3,9,7,1029,684,443,45683,1,10900,3,51,1295,1,0,8,625,0,3,1,0,7,4,2,0,6,2,1,1,6,4,1,1,1
52504,2013,3,1,13,306,0,0,41833,0,11688,18,109,1401,1,0,8,0,2,0,0,1,7,4,4,5,6,2,2,2,3,0,0,4,3
57351,2011,7,22,2011,894,2060,2403,29118,1,19803,10,46,115,1,0,8,1100,1,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
32175,2013,1,16,6,350,680,806,43411,7,10750,7,49,1063,1,0,8,0,1,4,2,1,7,4,4,5,6,2,1,1,3,0,0,4,3
29021,2011,2,3,32,1063,508,443,14623,6,11057,3,91,999,1,0,8,839,0,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1
49095,2013,3,6,11,301,29,23,11354,0,4685,8,2,974,1,0,0,0,1,3,1,0,7,4,5,3,6,2,2,2,6,4,1,2,1
2196,2013,3,24,41,283,508,443,42191,5,19378,6,73,1077,0,0,8,1403,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,6,5
54583,2012,10,21,21,437,2083,1168,43411,4,18300,9,97,1268,1,0,5,1705,0,14,10,5,7,4,3,1,6,2,1,1,2,4,1,2,1
42867,2011,3,14,2011,1024,294,443,45683,6,9589,3,79,90,1,0,8,0,1,15,11,1,7,4,5,3,6,2,1,1,1,0,0,4,3
8195,2011,4,1,3,1006,1460,998,28118,5,18794,20,44,825,1,0,8,0,1,0,0,1,7,4,3,1,4,4,2,2,7,5,0,4,3
66921,2011,7,26,2011,890,508,443,43411,4,18214,4,26,950,1,0,10,1227,1,3,1,0,1,1,0,2,6,2,0,0,8,6,0,1,1
5379,2012,10,6,2012,452,1842,343,43411,0,19643,17,64,1475,1,0,9,1942,1,17,12,6,10,4,2,0,6,2,2,2,7,5,0,2,1
65155,2013,2,2,18,333,1859,1940,37024,0,14345,18,23,711,1,0,8,0,1,9,6,3,7,4,0,2,6,2,1,1,7,5,0,6,5
26623,2011,7,22,2011,894,809,895,43702,2,21223,10,62,1373,1,0,8,0,0,8,5,1,7,4,5,3,6,2,2,2,7,5,0,4,3
30669,2011,3,6,13,1032,1097,1294,45683,1,14397,3,91,636,1,0,8,1455,0,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
55877,2013,2,2,27,333,294,385,20626,7,20164,16,120,1243,1,0,8,19,0,3,1,0,7,4,5,3,6,2,1,1,6,4,1,1,1
31639,2013,1,23,13,343,508,638,23505,7,19849,7,49,16,1,0,8,0,1,8,5,1,7,4,6,6,4,4,0,0,7,5,0,4,3
60039,2013,3,2,9,305,868,2268,7259,8,1588,8,41,221,1,0,8,1073,1,3,1,0,7,4,0,2,6,2,2,2,8,6,0,6,5
50105,2011,3,29,2011,1009,508,302,38998,0,16282,2,42,827,1,0,8,2078,0,7,4,2,7,4,0,2,6,2,1,1,3,0,0,2,1
66907,2013,2,13,33,322,2107,2290,10652,3,4985,5,28,1432,1,0,12,672,1,3,1,0,9,4,3,1,6,2,1,1,6,4,1,2,1
41917,2011,3,10,9,1028,508,443,24340,5,18203,20,52,1944,1,0,8,825,1,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
63463,2011,7,17,2011,899,508,443,41334,4,12657,13,22,1859,1,0,8,2842,1,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
22131,2011,3,20,0,1018,1443,1577,36152,8,9944,14,3,987,0,0,5,0,0,9,6,3,4,0,4,5,6,2,1,1,3,0,0,1,1
40052,2011,2,25,3,1041,2038,141,35341,6,20678,14,99,364,1,0,5,0,1,14,10,5,4,0,0,2,6,2,1,1,3,0,0,2,1
5166,2013,3,25,43,282,1,2,38779,8,2575,1,38,258,1,0,8,382,0,14,10,5,7,4,4,5,6,2,0,0,6,4,1,1,1
1792,2011,8,10,41,875,1962,443,14306,8,5844,11,72,1524,1,0,8,888,1,3,1,0,7,4,0,2,6,2,2,2,6,4,1,1,1
18292,2012,10,16,37,442,508,638,22025,4,13977,9,82,140,1,0,8,0,1,3,1,0,7,4,0,2,6,2,1,1,3,0,0,1,1
29441,2013,11,3,5,59,201,443,12132,5,12692,6,73,493,1,0,11,935,1,14,10,5,9,4,4,5,6,2,1,1,3,0,0,1,1
16170,2013,1,25,13,341,0,0,43782,0,19773,18,109,1917,1,0,8,0,2,9,6,3,7,4,0,2,6,2,2,2,5,3,1,1,1
69109,2011,8,3,29,882,508,1655,45683,4,20566,13,121,1540,1,0,8,781,1,9,6,3,7,4,0,2,6,2,2,2,2,4,1,1,1
46345,2011,4,6,2011,1001,235,340,42638,8,5533,2,14,286,1,0,8,450,0,3,1,0,7,4,0,2,6,2,0,0,8,6,0,2,1
53730,2013,11,3,46,59,508,638,39491,5,16880,6,101,759,1,0,12,492,1,3,1,0,7,4,3,1,6,2,1,1,6,4,1,1,1
3378,2013,2,14,10,321,346,483,36792,0,18696,8,17,1327,1,0,8,389,1,3,1,0,7,4,2,0,6,2,2,2,8,6,0,1,1
38297,2011,3,31,16,1007,328,443,38057,6,6248,11,35,628,1,0,1,509,1,3,1,0,7,4,3,1,6,2,2,2,6,4,1,1,1
1988,2011,8,17,3,868,23,443,20588,2,11978,15,113,1211,1,0,8,1537,1,3,1,0,7,4,0,2,6,2,2,2,6,4,1,1,1
19338,2013,2,6,2013,329,888,1016,38372,7,20325,12,57,1542,1,0,8,0,0,7,4,2,7,4,6,6,4,4,0,0,3,0,0,6,5
71256,2013,1,3,9,363,508,443,44577,5,10129,0,65,1006,1,0,9,2635,1,3,1,0,10,4,6,6,6,2,2,2,6,4,1,1,1
33455,2013,2,6,2013,329,1600,443,40492,4,14727,17,5,89,1,0,10,0,0,8,5,1,11,4,2,0,6,2,1,1,7,5,0,4,3
24928,2013,2,22,4,313,1471,1597,41246,4,5989,9,103,1802,2,0,3,0,1,3,1,0,1,1,6,6,6,2,1,1,0,1,1,2,1
14448,2011,2,17,3,1049,1549,443,45683,6,6346,3,24,992,1,0,8,2575,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
63962,2011,3,4,17,1034,328,443,7160,6,2199,11,122,240,1,0,8,0,1,15,11,1,6,3,2,0,6,2,2,2,7,5,0,4,3
2808,2013,1,23,8,343,202,232,39549,0,3571,18,23,1654,1,0,4,0,1,3,1,0,3,2,0,2,6,2,3,3,5,3,1,1,1
36265,2011,4,19,12,988,1497,1623,28206,6,13040,3,91,926,1,0,8,2805,1,3,1,0,7,4,3,1,6,2,2,2,8,6,0,1,1
57164,2011,8,7,12,878,574,443,36984,4,1073,13,121,67,1,0,0,0,1,8,5,1,7,4,5,3,6,2,2,2,7,5,0,4,3
54766,2011,8,1,2011,884,1047,439,39778,4,8538,4,81,518,1,0,8,0,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,5,4
10445,2011,12,7,2011,756,294,307,21272,1,13380,10,46,61,1,0,8,2099,1,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
69659,2011,4,3,2011,1004,0,0,25696,6,20809,10,59,1988,1,0,8,0,1,3,1,0,7,4,0,2,6,2,3,3,6,4,1,1,1
53011,2013,2,7,28,328,508,443,30646,7,11536,7,37,202,1,0,0,0,1,9,6,3,7,4,0,2,4,4,1,1,7,5,0,6,5
