id,year_recorded,month_recorded,day_recorded,age_of_pump,date_recorded_distance_days_20140101
60910,2013,1,21,32,345
10627,2013,2,19,20,316
41813,2011,3,18,37,1020
44884,2011,3,8,2011,1030
56223,2012,10,15,2012,443
58562,2011,7,28,2011,888
49465,2011,2,26,1,1040
49607,2013,2,9,1,326
24766,2012,10,17,13,441
19004,2013,1,19,4,347
11446,2011,7,23,2011,893
59068,2013,3,15,8,292
12115,2011,3,21,1,1017
19294,2013,3,17,10,290
7359,2013,3,24,23,283
44083,2013,2,28,2013,307
16644,2011,3,22,2011,1016
40704,2011,8,9,30,876
27116,2013,2,27,23,308
47628,2013,1,30,33,336
31853,2011,8,9,2011,876
9293,2013,3,23,3,284
58188,2011,3,17,5,1021
24199,2013,2,23,41,312
32299,2011,3,23,4,1015
20830,2011,8,22,2011,863
28735,2013,1,30,12,336
1756,2013,2,26,1,309
21814,2013,2,21,7,314
25655,2011,7,30,2011,886
55413,2013,10,3,15,90
41185,2011,3,9,7,1029
23162,2011,7,6,2011,910
69711,2013,1,24,38,342
72215,2011,3,22,0,1016
47359,2013,2,13,6,322
5734,2013,2,6,29,329
8461,2013,3,18,11,289
25513,2011,8,17,2011,868
7513,2011,7,4,33,912
73473,2011,3,4,3,1034
56886,2012,10,3,2012,455
45573,2011,3,5,26,1033
73981,2011,3,12,8,1026
60442,2013,1,29,13,337
10184,2011,4,8,2011,999
25049,2011,7,12,2011,904
19136,2011,3,23,3,1015
14991,2011,4,8,2011,999
57726,2011,3,14,2011,1024
58136,2013,1,21,1,345
29986,2013,2,9,13,326
10761,2011,7,24,2011,892
22925,2011,7,28,2011,888
335,2011,3,13,51,1025
29885,2013,1,18,2013,348
33890,2013,2,5,2013,330
45538,2011,7,15,39,901
11411,2013,2,3,1,332
69237,2012,10,11,2012,447
64194,2011,7,16,2011,900
58650,2012,10,19,2012,439
34596,2011,3,1,16,1037
9768,2011,3,5,27,1033
37028,2011,8,6,37,879
40589,2013,1,13,3,353
30186,2013,3,18,33,289
52975,2012,10,3,2012,455
60009,2012,11,12,7,415
41262,2011,3,24,3,1014
57152,2011,7,13,2011,903
66522,2012,10,30,44,428
34463,2011,2,27,19,1039
17720,2011,7,20,2011,896
29259,2011,4,3,2011,1004
36270,2011,4,1,2011,1006
51617,2011,7,16,2011,900
48312,2012,10,16,2012,442
52253,2013,2,21,40,314
17538,2013,2,21,3,314
8679,2013,2,4,6,331
4483,2013,1,20,28,346
16952,2013,3,6,41,301
30038,2013,2,15,2013,320
65709,2012,10,26,3,432
43118,2013,3,13,14,294
54842,2011,8,5,11,880
74226,2013,3,7,19,300
34317,2013,9,3,27,120
26015,2013,9,3,5,120
30522,2013,2,16,14,319
10468,2013,3,14,11,293
42621,2011,7,16,2011,900
23567,2011,3,31,2011,1007
55371,2011,3,28,5,1010
28182,2013,2,21,3,314
8483,2012,10,10,2012,448
23701,2011,3,2,42,1036
62009,2011,3,30,20,1008
65191,2011,7,9,2011,907
33978,2011,7,8,2011,908
62525,2011,3,8,19,1030
50470,2012,10,22,2012,436
51139,2013,3,26,41,281
34138,2011,7,30,2011,886
55736,2011,7,13,22,903
32438,2013,5,4,5,242
27076,2011,3,18,6,1020
52699,2011,2,18,3,1048
19621,2011,3,5,3,1033
48327,2012,10,5,2012,453
3320,2013,7,3,0,182
52842,2012,10,11,2012,447
42785,2011,3,17,2011,1021
39781,2013,3,4,3,303
31669,2013,2,3,13,332
39597,2011,7,21,2011,895
42082,2011,4,14,2011,993
71675,2011,4,7,2011,1000
66402,2011,4,14,2,993
4597,2013,2,20,27,315
63477,2011,3,31,2011,1007
13168,2011,3,18,2,1020
16045,2011,7,16,2011,900
22785,2013,2,2,4,333
28998,2011,3,14,22,1024
28473,2011,3,14,19,1024
60015,2012,11,3,0,424
25060,2013,2,16,2013,319
32851,2011,4,16,5,991
73343,2011,8,2,29,883
10685,2013,3,4,13,303
3679,2011,4,4,2011,1003
71806,2011,3,13,2,1025
10349,2011,4,20,4,987
10692,2011,3,14,13,1024
71589,2011,7,27,2011,889
66262,2013,1,26,2013,340
74135,2013,2,14,23,321
57620,2011,7,8,2011,908
72566,2013,2,8,3,327
7748,2013,2,5,2,330
18569,2013,2,4,4,331
24966,2011,8,4,2011,881
56486,2011,7,12,2011,904
23151,2011,3,22,37,1016
28535,2011,4,17,2011,990
33136,2013,2,17,4,318
53347,2013,2,16,3,319
5824,2011,7,22,2011,894
18058,2011,7,30,2011,886
17035,2011,2,16,2,1050
12133,2013,1,27,5,339
10695,2012,10,21,2012,437
51505,2011,3,14,21,1024
12905,2011,3,16,25,1022
48896,2013,1,22,31,344
17550,2012,10,21,2012,437
71006,2013,2,13,33,322
21866,2011,2,28,8,1038
40679,2011,3,30,2011,1008
39740,2013,2,4,2013,331
73832,2013,1,24,2,342
589,2013,2,17,10,318
20321,2011,7,10,2011,906
6888,2013,2,3,49,332
47101,2013,3,15,1,292
40261,2011,7,18,22,898
29077,2011,7,13,2011,903
59772,2013,3,13,6,294
4987,2012,11,15,2012,412
46657,2011,7,8,2011,908
50848,2011,3,21,22,1017
198,2013,2,13,33,322
3445,2011,3,24,41,1014
44783,2011,3,16,5,1022
16258,2011,2,25,16,1041
15329,2011,3,14,22,1024
13275,2013,3,4,23,303
69154,2011,3,14,22,1024
44680,2013,2,23,38,312
5422,2011,3,26,9,1012
73157,2011,4,2,2011,1005
53681,2011,3,31,2011,1007
52533,2013,6,3,14,212
32892,2011,7,26,2011,890
223,2011,8,7,2011,878
50663,2013,1,20,16,346
35406,2011,4,17,6,990
26,2013,3,3,6,304
64816,2013,7,3,0,182
63215,2012,10,16,2012,442
65404,2011,3,22,16,1016
37827,2011,3,30,2011,1008
27606,2011,3,19,34,1019
33685,2011,3,12,12,1026
71935,2012,10,13,2012,445
18320,2011,4,18,36,989
11576,2011,4,10,2011,997
39681,2011,3,26,2011,1012
24405,2013,3,3,2,304
59520,2011,3,24,31,1014
5252,2013,3,12,13,295
10103,2012,10,24,16,434
69707,2011,4,3,2011,1004
9303,2012,10,20,2012,438
16703,2013,1,16,8,350
61621,2011,7,18,2011,898
24157,2013,2,22,1,313
5332,2012,10,22,6,436
52560,2011,8,8,2011,877
29814,2013,2,18,4,317
73101,2012,10,29,2012,429
57831,2011,7,15,2011,901
15022,2011,8,18,26,867
70669,2013,2,22,31,313
12623,2011,3,24,1,1014
65672,2011,3,8,5,1030
69417,2013,11,3,46,59
63527,2011,2,18,4,1048
19391,2011,3,27,2011,1011
42776,2011,3,11,7,1027
29047,2011,3,20,0,1018
67971,2011,7,18,2011,898
40471,2012,10,12,2012,446
30249,2013,2,11,7,324
51004,2013,2,23,2,312
14120,2013,3,6,11,301
21907,2013,1,22,53,344
42399,2011,8,1,2011,884
25570,2011,3,17,26,1021
41224,2011,3,30,2011,1008
2817,2012,11,3,2012,424
61851,2011,7,13,2011,903
39039,2013,3,3,10,304
5070,2013,2,26,23,309
67308,2012,10,15,6,443
42547,2012,11,12,2012,415
49275,2013,2,26,2013,309
7665,2012,10,19,2012,439
55214,2011,8,8,2011,877
60665,2013,2,16,3,319
47260,2013,2,27,36,308
18816,2011,7,22,2011,894
51134,2011,2,22,19,1044
20496,2011,3,1,14,1037
58290,2013,10,3,15,90
9771,2013,3,15,3,292
69351,2013,1,18,6,348
44140,2012,11,9,2012,418
41908,2012,11,15,2012,412
72452,2013,3,20,13,287
65028,2012,10,21,2012,437
64872,2011,3,5,3,1033
20991,2013,2,8,7,327
26885,2012,10,12,2012,446
20605,2011,1,3,5,1094
71995,2011,3,13,37,1025
7303,2011,7,16,2011,900
6682,2011,3,27,2,1011
31605,2011,8,5,2011,880
33964,2011,4,16,2,991
19992,2013,2,22,13,313
1617,2011,8,3,2011,882
15949,2011,4,2,2011,1005
21469,2011,7,27,2011,889
17734,2013,2,20,26,315
25223,2011,7,15,2011,901
39994,2011,3,7,11,1031
29291,2013,11,3,36,59
52052,2011,3,10,1,1028
51243,2013,2,27,20,308
62299,2011,2,26,1,1040
37719,2013,6,3,45,212
795,2011,7,12,2011,904
57054,2013,3,14,10,293
17163,2011,3,16,0,1022
59226,2013,2,26,39,309
7253,2013,1,23,29,343
49271,2013,2,9,6,326
62377,2011,3,26,2011,1012
62100,2013,2,10,10,325
9853,2011,9,19,2011,835
23515,2011,3,6,13,1032
59253,2011,3,25,13,1013
62660,2013,2,15,3,320
13629,2011,7,29,2011,887
66317,2013,1,28,2013,338
19697,2012,10,10,2012,448
50473,2013,9,3,18,120
42344,2011,8,6,2011,879
54988,2011,3,15,27,1023
43598,2011,8,4,2011,881
58427,2011,7,19,2011,897
62735,2012,10,22,2012,436
64815,2011,3,10,1,1028
27324,2013,2,4,23,331
20305,2011,3,8,9,1030
9694,2011,3,4,14,1034
38603,2013,1,30,14,336
62657,2013,3,17,3,290
32833,2011,3,3,4,1035
8908,2013,2,6,2013,329
16792,2013,5,4,5,242
60686,2013,3,16,13,291
15432,2011,7,18,2011,898
62054,2012,10,30,1,428
71788,2012,11,13,2012,414
27906,2011,4,17,2011,990
42471,2011,3,3,3,1035
32585,2011,7,19,2011,897
33421,2011,4,8,2011,999
72135,2013,1,4,43,362
54785,2013,2,14,23,321
69826,2011,3,22,2,1016
72381,2011,4,18,2011,989
8565,2013,3,29,10,278
45849,2013,2,11,4,324
65739,2013,3,19,1,288
34967,2011,7,21,2011,895
68586,2011,7,11,2011,905
37960,2011,4,6,2011,1001
21301,2013,2,13,2,322
57507,2011,4,5,30,1002
1339,2013,3,18,2,289
8906,2013,3,25,43,282
41572,2011,7,7,2011,909
17783,2013,2,24,2013,311
12768,2013,11,3,5,59
35909,2011,4,3,2011,1004
62799,2011,7,13,2011,903
26187,2011,7,23,2011,893
20302,2013,3,15,11,292
40681,2013,2,11,7,324
31209,2011,3,29,3,1009
26496,2013,2,3,18,332
30667,2011,3,14,2,1024
69028,2013,2,22,25,313
55215,2012,10,19,2012,439
45977,2011,7,21,2011,895
20776,2011,2,27,6,1039
47468,2011,7,10,2011,906
44142,2013,2,12,43,323
63106,2011,8,15,2011,870
43040,2013,2,17,5,318
70569,2011,3,16,28,1022
19263,2011,7,28,29,888
72513,2013,3,22,30,285
60452,2013,2,24,25,311
73598,2011,3,11,14,1027
26425,2011,7,16,2011,900
67109,2012,10,23,27,435
62902,2011,3,16,29,1022
24698,2013,3,3,2,304
54698,2013,3,26,14,281
18621,2012,11,1,2,426
27670,2011,3,22,37,1016
20448,2011,3,10,2011,1028
65283,2013,1,26,19,340
30279,2012,10,24,17,434
52471,2012,10,13,2012,445
2038,2012,10,9,2012,449
23083,2011,7,14,2011,902
34766,2011,3,16,37,1022
52360,2011,7,13,2011,903
54996,2013,2,24,35,311
37906,2013,3,17,13,290
34119,2011,8,4,33,881
39510,2013,2,10,40,325
51378,2013,3,4,2013,303
67088,2011,7,9,2011,907
13755,2013,2,28,38,307
44763,2011,8,17,35,868
10252,2011,7,13,2011,903
32102,2013,2,24,19,311
51089,2013,3,22,3,285
28523,2011,3,17,21,1021
66625,2011,2,15,1,1051
7010,2013,2,28,26,307
50694,2011,4,4,4,1003
9429,2011,3,26,26,1012
60963,2012,10,25,2012,433
37853,2013,1,21,31,345
56551,2011,8,4,2011,881
7264,2013,1,26,16,340
72345,2011,2,26,37,1040
52013,2011,3,13,3,1025
43275,2011,7,22,2011,894
56661,2012,10,12,2012,446
50627,2013,2,4,2013,331
54211,2011,8,3,2011,882
3818,2013,1,26,34,340
43916,2011,2,22,3,1044
58550,2011,3,26,5,1012
62112,2011,7,18,17,898
15509,2011,7,28,29,888
54966,2011,7,12,2011,904
15841,2011,3,16,41,1022
54238,2013,6,3,45,212
65445,2011,8,7,12,878
35224,2012,10,18,2012,440
11819,2013,12,3,18,29
42989,2011,8,5,2,880
36063,2011,3,14,2011,1024
34559,2011,4,11,2011,996
46080,2013,2,20,4,315
5097,2011,7,21,2011,895
39511,2013,3,14,23,293
4937,2011,2,22,3,1044
6451,2013,1,31,9,335
55167,2011,3,14,22,1024
51120,2011,2,22,1,1044
26653,2011,7,27,26,889
54043,2013,2,17,23,318
14052,2013,3,8,16,299
24568,2012,10,15,2012,443
1299,2013,5,3,19,243
39160,2013,2,23,16,312
34232,2013,2,28,38,307
44502,2013,2,27,17,308
66784,2011,4,2,2011,1005
55895,2011,3,17,1,1021
1772,2011,8,3,2,882
67229,2011,4,19,2,988
63929,2011,3,20,2,1018
50366,2011,4,18,2,989
57003,2011,7,4,33,912
60776,2013,2,3,2,332
28403,2011,2,23,26,1043
48737,2011,4,2,2011,1005
29715,2013,2,12,3,323
22739,2011,7,10,2011,906
65309,2011,3,27,2011,1011
35747,2011,7,30,2011,886
290,2011,3,19,2011,1019
30443,2013,2,3,2,332
47479,2013,1,27,41,339
42981,2012,10,18,2012,440
44211,2011,7,16,39,900
73683,2011,4,13,2011,994
33252,2011,4,11,2011,996
42535,2013,2,18,1,317
9927,2011,4,12,2011,995
35506,2013,3,21,13,286
62800,2013,2,2,2013,333
27390,2013,1,24,1,342
58887,2011,7,28,2011,888
29250,2011,8,4,2011,881
49111,2011,3,11,27,1027
30339,2011,4,17,27,990
23479,2013,2,7,25,328
67661,2011,2,22,3,1044
11870,2011,3,18,2011,1020
71655,2011,4,5,2011,1002
61364,2012,12,21,2012,376
43511,2011,7,18,2011,898
12634,2011,3,28,7,1010
70855,2011,7,23,2011,893
66805,2012,11,6,2012,421
57940,2013,3,8,0,299
39231,2011,7,20,4,896
33953,2011,7,20,2011,896
14283,2013,1,22,3,344
3661,2011,2,26,19,1040
59486,2011,3,14,6,1024
1118,2013,1,7,2013,359
41868,2011,3,24,8,1014
8361,2013,2,21,9,314
61546,2013,2,3,27,332
63939,2013,3,3,18,304
58463,2011,3,12,49,1026
19785,2011,3,18,0,1020
15375,2013,1,29,31,337
27958,2013,2,8,2013,327
5452,2013,1,17,8,349
54799,2011,7,4,33,912
23044,2011,3,15,2011,1023
2443,2012,10,17,2012,441
45911,2013,8,3,5,151
42928,2013,11,3,4,59
35874,2011,2,22,2011,1044
102,2013,1,20,28,346
33191,2011,12,3,3,760
55061,2012,10,18,2012,440
46448,2013,1,22,35,344
65843,2013,2,7,7,328
24361,2011,3,15,2011,1023
64701,2011,3,15,4,1023
52627,2011,1,8,2011,1089
6025,2013,2,13,13,322
14192,2013,2,10,2013,325
9844,2013,3,4,30,303
43072,2011,7,17,2011,899
64874,2011,7,28,2011,888
9745,2012,11,14,2012,413
63605,2011,4,15,2011,992
48944,2011,2,27,1,1039
60863,2011,7,8,2011,908
6618,2013,2,1,13,334
58465,2013,2,2,23,333
49915,2011,12,3,13,760
57543,2011,2,21,27,1045
18953,2012,10,5,2012,453
17674,2013,1,18,10,348
40804,2011,3,14,2011,1024
46099,2012,11,2,2012,425
67597,2012,10,12,2012,446
58480,2011,6,4,2,942
6848,2013,3,3,19,304
7054,2013,3,26,2,281
9363,2012,10,28,3,430
41056,2011,3,21,26,1017
21887,2011,3,27,2011,1011
1910,2013,1,24,1,342
12558,2013,1,18,18,348
12761,2013,8,3,7,151
5997,2013,2,8,35,327
25971,2011,7,27,2011,889
65898,2012,10,14,2012,444
64617,2013,2,15,3,320
44267,2011,3,10,9,1028
48221,2011,8,1,2011,884
41283,2011,7,7,0,909
6898,2013,3,16,6,291
69519,2013,2,12,4,323
72279,2013,2,12,7,323
2541,2013,3,24,12,283
5884,2011,4,17,2011,990
59501,2011,2,23,3,1043
56755,2011,8,3,4,882
44044,2012,10,3,2012,455
70724,2013,2,18,2013,317
19085,2011,7,12,2011,904
27991,2013,3,18,39,289
62017,2011,4,1,5,1006
45804,2013,1,19,33,347
23471,2013,3,7,2,300
3346,2013,2,9,6,326
5467,2013,2,15,22,320
8084,2011,3,11,7,1027
14461,2013,1,30,2013,336
27605,2013,1,28,31,338
52743,2011,3,3,6,1035
34363,2011,3,9,22,1029
24356,2011,3,15,21,1023
45272,2013,3,7,41,300
46475,2013,3,26,1,281
2229,2013,10,3,19,90
35701,2012,10,15,2012,443
31488,2012,11,5,2012,422
59537,2013,3,2,15,305
52930,2011,3,5,1,1033
60631,2013,1,24,13,342
24764,2011,2,19,2011,1047
40439,2012,10,24,2012,434
4045,2012,10,8,2012,450
19153,2013,3,22,13,285
70900,2011,3,8,2,1030
13236,2013,2,18,2013,317
3809,2011,7,21,2011,895
72327,2013,2,16,5,319
52583,2011,2,4,33,1062
31623,2011,7,21,2011,895
39961,2013,3,17,0,290
20937,2011,4,4,2011,1003
30671,2012,10,29,2012,429
36219,2011,3,21,5,1017
66141,2012,10,29,2012,429
6968,2011,3,12,16,1026
11356,2013,3,23,3,284
12803,2011,7,13,2011,903
3176,2012,10,9,2012,449
35158,2011,7,31,2011,885
38053,2011,3,21,11,1017
54664,2013,2,10,10,325
18702,2013,2,26,6,309
58376,2011,4,17,2011,990
35178,2011,2,28,2,1038
27448,2011,3,19,2,1019
61200,2011,7,24,2011,892
73341,2011,7,28,2011,888
73282,2013,3,4,11,303
71670,2011,3,2,6,1036
47529,2013,1,21,2013,345
19879,2013,2,17,24,318
18213,2011,8,2,8,883
63795,2013,1,20,13,346
64117,2013,2,17,20,318
65315,2011,4,18,17,989
52984,2011,7,24,14,892
72649,2013,3,7,11,300
10785,2011,7,18,2011,898
10237,2013,2,25,5,310
8062,2012,10,29,18,429
31242,2013,1,23,10,343
3658,2013,1,17,17,349
13807,2011,3,15,2011,1023
21908,2011,3,9,22,1029
1730,2012,10,20,4,438
69673,2011,4,11,2011,996
12992,2011,7,12,2011,904
56798,2013,1,20,33,346
17493,2013,3,5,10,302
32471,2011,8,11,20,874
22827,2012,10,18,2012,440
20098,2013,9,3,12,120
68063,2011,4,12,2011,995
45781,2011,7,12,2011,904
10303,2011,10,4,33,820
305,2013,1,31,7,335
8140,2011,7,8,2011,908
13601,2013,3,15,5,292
41550,2013,1,8,33,358
53168,2011,4,2,2011,1005
32225,2011,3,22,2011,1016
27610,2013,3,2,41,305
19722,2013,2,19,5,316
17359,2011,7,28,28,888
36595,2011,2,20,6,1046
171,2013,3,12,13,295
41044,2011,8,10,2011,875
22039,2011,3,15,2011,1023
33253,2013,2,12,36,323
47020,2013,6,3,14,212
58069,2013,2,7,10,328
25792,2011,3,29,9,1009
18100,2011,4,6,2011,1001
16498,2011,3,8,3,1030
43854,2012,10,5,2012,453
13430,2013,4,3,11,273
52412,2013,2,24,6,311
27832,2013,1,25,33,341
56856,2011,8,6,2011,879
32489,2013,2,26,1,309
51628,2013,1,29,12,337
10013,2013,2,27,27,308
23015,2011,4,3,2011,1004
39044,2011,4,14,2011,993
33886,2013,1,30,7,336
22068,2011,7,30,2011,886
38737,2011,3,15,7,1023
57913,2013,1,21,3,345
53550,2011,3,9,3,1029
26010,2013,2,20,2013,315
5182,2011,2,20,38,1046
23293,2013,3,4,38,303
35016,2011,3,17,3,1021
63531,2011,3,23,11,1015
11877,2011,4,3,2011,1004
51988,2011,4,1,3,1006
39851,2013,3,3,2,304
26236,2013,1,15,8,351
52662,2012,10,31,2012,427
38881,2011,3,18,11,1020
17879,2013,3,19,14,288
18125,2013,2,18,9,317
43265,2011,3,25,2,1013
70223,2013,2,6,2013,329
20073,2011,4,3,2011,1004
23088,2013,3,20,5,287
46315,2013,2,4,3,331
39566,2011,2,19,2,1047
15699,2011,8,7,25,878
8659,2013,1,31,1,335
62243,2012,11,9,2012,418
23135,2013,3,23,12,284
36589,2013,2,14,7,321
8676,2013,1,29,15,337
50476,2011,7,19,2011,897
35199,2011,3,16,26,1022
15779,2013,1,31,28,335
42051,2011,7,17,27,899
14406,2011,8,8,2011,877
23529,2011,2,22,2011,1044
15072,2013,2,18,29,317
57097,2011,2,23,2011,1043
16519,2013,2,4,14,331
3371,2013,11,3,10,59
65989,2011,7,10,2011,906
70096,2012,11,3,2012,424
43280,2013,1,21,33,345
33843,2013,2,4,17,331
37289,2013,3,1,33,306
17112,2011,3,7,3,1031
48382,2013,3,4,23,303
43963,2013,2,25,5,310
41589,2013,3,16,3,291
14105,2011,3,18,37,1020
62390,2012,10,10,2012,448
17498,2013,1,19,2013,347
6671,2012,10,26,2012,432
72621,2013,1,16,20,350
17490,2012,10,14,2012,444
68848,2011,4,8,2011,999
20517,2013,2,7,9,328
12723,2012,10,14,2012,444
1472,2013,1,9,2013,357
56268,2011,2,22,4,1044
35753,2011,3,5,21,1033
13039,2013,3,18,13,289
17012,2013,3,22,4,285
11637,2011,2,21,2011,1045
3690,2013,1,31,23,335
48672,2011,8,5,2011,880
15789,2013,3,19,41,288
30496,2012,10,30,2012,428
68455,2011,4,10,2011,997
5356,2011,7,19,2011,897
48685,2013,1,25,8,341
15954,2013,2,3,10,332
59744,2013,1,19,33,347
47846,2011,3,12,44,1026
65575,2013,1,13,3,353
48145,2011,2,25,2,1041
62888,2013,2,8,2013,327
17173,2011,8,10,2011,875
58127,2011,8,2,19,883
43494,2013,1,22,8,344
36942,2011,3,16,2011,1022
32606,2012,10,23,17,435
27665,2011,7,29,2011,887
57018,2011,3,11,2011,1027
62795,2013,2,9,14,326
31176,2013,2,8,13,327
47590,2011,3,26,5,1012
47913,2011,4,15,2,992
69033,2013,2,15,20,320
28100,2011,8,11,2011,874
10990,2011,2,26,1,1040
70422,2013,11,3,9,59
2360,2011,7,25,2011,891
64415,2011,7,26,2011,890
26189,2013,2,8,9,327
1993,2013,3,21,13,286
36521,2012,11,6,26,421
43707,2013,1,24,2013,342
14995,2011,3,15,13,1023
49669,2013,3,26,14,281
14530,2012,11,3,2012,424
11077,2011,3,18,26,1020
50220,2013,2,2,27,333
23376,2011,7,6,2011,910
69162,2013,2,28,14,307
15807,2011,3,28,29,1010
7418,2013,2,8,4,327
17664,2011,3,6,41,1032
62417,2011,8,2,2011,883
73225,2013,3,27,11,280
45066,2013,2,23,16,312
72978,2011,8,8,2011,877
30428,2013,2,16,2013,319
24647,2013,7,3,0,182
72310,2013,9,3,12,120
7348,2013,1,29,33,337
5,2011,2,26,2011,1040
38215,2011,3,15,29,1023
43028,2012,10,5,2012,453
23345,2011,3,11,2011,1027
46540,2011,3,31,2011,1007
9977,2011,7,15,2011,901
52539,2013,2,22,23,313
58927,2011,1,8,2011,1089
23745,2013,3,15,13,292
54320,2012,10,18,2012,440
70374,2013,11,3,46,59
52574,2013,1,25,5,341
31141,2011,3,23,21,1015
54563,2012,10,18,2012,440
8857,2011,3,12,44,1026
21904,2012,10,6,2012,452
31042,2012,11,3,2012,424
11120,2013,1,29,13,337
30854,2011,8,15,2011,870
5927,2013,1,28,3,338
2664,2011,7,18,2011,898
8694,2011,4,16,2,991
28319,2013,3,28,6,279
56230,2012,10,27,2012,431
32002,2011,4,7,2011,1000
10214,2011,4,13,2011,994
57095,2013,3,20,5,287
42216,2011,3,8,3,1030
73467,2013,1,22,2013,344
31638,2011,7,25,2011,891
2583,2012,10,27,27,431
1376,2013,2,4,17,331
31914,2012,10,25,2012,433
62666,2011,7,11,2011,905
69557,2011,8,6,2011,879
6539,2013,2,20,5,315
44828,2013,2,27,23,308
28324,2011,3,17,1,1021
22113,2011,3,25,2,1013
42746,2011,7,15,2011,901
44894,2013,1,27,16,339
67522,2013,2,19,2013,316
10826,2013,1,24,39,342
49779,2013,3,17,12,290
33601,2013,3,18,13,289
43919,2011,7,30,2011,886
53956,2013,3,3,6,304
47867,2013,3,18,33,289
65461,2011,2,27,37,1039
48262,2013,1,15,28,351
57989,2013,3,19,3,288
44825,2011,2,24,7,1042
55425,2013,3,24,13,283
28348,2011,2,28,27,1038
52752,2013,1,9,23,357
51368,2013,1,29,2013,337
25252,2011,3,1,29,1037
5103,2011,2,26,17,1040
15624,2012,10,17,34,441
9241,2013,2,21,25,314
2052,2013,3,3,14,304
5311,2011,7,21,2011,895
15431,2011,7,10,2011,906
30359,2011,7,18,2011,898
49785,2013,2,6,19,329
1848,2013,2,22,13,313
64060,2011,7,15,2011,901
63998,2011,4,2,33,1005
35891,2013,2,16,25,319
32364,2011,3,10,4,1028
60644,2011,7,8,2011,908
50633,2011,8,11,2011,874
18273,2012,10,15,2012,443
47967,2011,4,2,2011,1005
10572,2011,4,3,2011,1004
48689,2011,4,8,2011,999
61145,2011,3,28,13,1010
15778,2013,3,15,14,292
54212,2011,3,4,47,1034
59583,2011,4,16,2,991
25475,2011,2,4,1,1062
67450,2011,7,16,2011,900
63001,2011,3,10,1,1028
61599,2011,3,7,10,1031
6624,2011,3,28,2011,1010
22337,2013,1,16,2013,350
57010,2013,4,4,7,272
36168,2011,3,4,7,1034
8606,2013,1,28,4,338
33511,2011,7,19,16,897
43817,2013,2,9,33,326
53598,2011,2,28,8,1038
37453,2011,3,13,26,1025
71081,2011,2,18,26,1048
20288,2011,2,23,2011,1043
7627,2011,7,9,2011,907
51376,2012,10,21,2012,437
18230,2013,1,21,30,345
53137,2011,3,20,11,1018
37831,2013,2,3,1,332
71660,2011,7,27,2011,889
56668,2012,10,27,2012,431
21619,2013,2,23,2013,312
35296,2011,3,17,3,1021
13494,2013,2,20,18,315
70163,2013,1,24,2013,342
44162,2011,7,23,2011,893
68542,2011,3,15,35,1023
45472,2013,2,11,7,324
19849,2011,3,8,6,1030
10128,2013,2,11,10,324
44465,2013,2,5,25,330
58711,2011,3,22,0,1016
45644,2011,4,14,2011,993
69242,2013,1,24,2013,342
34036,2013,2,12,2013,323
23805,2013,1,18,3,348
56720,2013,2,10,19,325
25013,2013,2,11,9,324
938,2012,10,18,2012,440
73892,2011,3,27,37,1011
33474,2012,10,5,2012,453
50007,2012,11,6,26,421
9463,2013,2,23,2013,312
38303,2011,3,23,2011,1015
32130,2013,2,15,13,320
61925,2011,4,1,2011,1006
41741,2011,2,20,7,1046
5295,2011,4,3,6,1004
51316,2013,3,25,43,282
5023,2011,4,15,2,992
51752,2011,4,10,2011,997
48694,2013,1,16,9,350
22,2013,3,16,3,291
13167,2011,3,7,1,1031
39987,2011,3,2,14,1036
8547,2011,4,5,2011,1002
32330,2011,4,6,2011,1001
71387,2011,3,4,28,1034
4448,2013,2,18,7,317
28856,2013,1,27,5,339
55947,2011,3,5,3,1033
34059,2011,3,18,17,1020
66161,2013,3,16,1,291
32439,2013,1,29,28,337
29582,2011,8,13,2011,872
15798,2013,2,21,5,314
1983,2013,3,10,11,297
52604,2011,3,28,6,1010
73265,2011,3,8,5,1030
57587,2013,3,13,13,294
21088,2011,4,7,4,1000
63236,2012,10,29,2012,429
67736,2013,3,21,13,286
54853,2013,1,21,35,345
73420,2011,4,20,8,987
62138,2011,7,7,2011,909
11889,2012,10,14,2012,444
52797,2013,1,19,2013,347
71676,2011,7,9,2011,907
16083,2011,4,4,2011,1003
47428,2011,3,17,3,1021
9539,2013,1,26,31,340
21179,2011,7,25,2011,891
41405,2011,3,19,3,1019
14697,2011,3,16,31,1022
48020,2013,1,17,27,349
35111,2013,3,4,7,303
33030,2011,2,26,37,1040
65113,2011,4,6,2011,1001
60584,2013,2,12,16,323
42727,2013,3,25,35,282
37623,2013,2,1,23,334
70742,2011,4,15,2011,992
46332,2013,11,3,14,59
19201,2013,3,28,3,279
57451,2011,4,17,2011,990
618,2013,3,16,13,291
18694,2011,10,4,33,820
55614,2011,3,30,33,1008
65801,2011,7,5,2011,911
3156,2013,3,4,9,303
6591,2011,4,3,23,1004
69442,2011,3,5,3,1033
45089,2011,4,13,2011,994
6577,2013,3,15,13,292
11577,2011,3,13,13,1025
15394,2013,1,28,18,338
64422,2013,1,24,25,342
49480,2013,9,3,18,120
53092,2013,3,22,19,285
70164,2011,3,17,3,1021
65444,2012,10,16,2012,442
36921,2013,3,26,3,281
64042,2012,10,31,8,427
11055,2011,4,18,17,989
38041,2011,7,29,2011,887
6199,2013,3,4,7,303
57297,2013,2,19,38,316
21668,2013,1,18,35,348
